,Name,Platform,Publisher,Chartz_Score,User_Score,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year_of_Release,Genre
175, Driver     ,GT Interactive  ,Reflections Interactive  ,,8.5  ,,6.27,3.11,2.80,0.02,0.33,30 Jun 99  ,Racing
176, The Last of Us     ,Sony Computer Entertainment America  ,Naughty Dog  ,,9.5  ,,6.23,2.51,2.62,0.08,1.02,29 Jul 14  ,Misc
177, Gears of War     ,Microsoft  ,Epic Games  ,8.8  ,9.4  ,9.4  ,6.09,3.54,1.88,0.07,0.60,07 Nov 06  ,
178, Sonic the Hedgehog 2     ,Sega  ,Sonic Team  ,,,,6.03,4.47,1.20,0.16,0.19,20 Nov 92  ,Platform
179, Metal Gear Solid 4: Guns of the Patriots     ,Konami  ,Kojima Productions  ,9.5  ,9.3  ,9.8  ,6.00,2.63,1.72,0.83,0.81,12 Jun 08  ,Action
180, Final Fantasy XII     ,Square Enix  ,Square Enix  ,,9.4  ,9.5  ,5.95,1.88,0.00,2.33,1.74,31 Oct 06  ,Role-Playing
181, Call of Duty: WWII     ,Activision  ,Sledgehammer Games  ,,,,5.89,3.52,1.84,,0.54,03 Nov 17  ,Shooter
182, Resident Evil 2     ,Capcom  ,Capcom  ,,9.3  ,,5.82,1.88,1.47,2.02,0.45,21 Jan 98  ,Action
183, Dragon Quest IX: Sentinels of the Starry Skies     ,Nintendo  ,Level 5  ,,8.6  ,,5.79,0.63,0.67,4.35,0.15,11 Jul 10  ,Role-Playing
184, Tekken 2     ,Namco  ,Namco  ,,9.1  ,,5.74,2.26,1.89,1.36,0.23,25 Aug 96  ,Fighting
185, New Super Mario Bros. U     ,Nintendo  ,Nintendo EAD  ,,8.4  ,,5.66,2.30,1.67,1.32,0.38,18 Nov 12  ,Platform
186, Cooking Mama     ,Majesco  ,Office Create  ,,6.6  ,,5.66,3.09,1.92,0.07,0.58,12 Sep 06  ,Simulation
187, Assassin's Creed II     ,Ubisoft  ,Ubisoft Montreal  ,9.0  ,9.0  ,,5.57,2.54,1.95,0.21,0.86,17 Nov 09  ,
188, Assassin's Creed     ,Ubisoft  ,Ubisoft Montreal  ,7.5  ,8.2  ,8.0  ,5.55,3.28,1.64,0.07,0.56,13 Nov 07  ,
189, Forza Motorsport 3     ,Microsoft  ,Turn 10 Studios  ,,9.2  ,9.8  ,5.50,2.99,1.90,0.10,0.51,27 Oct 09  ,Racing
190, Super Mario Advance     ,Nintendo  ,Nintendo EAD  ,,8.2  ,,5.49,3.14,1.24,0.91,0.20,10 Jun 01  ,Platform
191, Uncharted: The Nathan Drake Collection     ,Sony Computer Entertainment  ,Bluepoint Games  ,,,,5.47,2.42,2.05,0.10,0.91,07 Oct 15  ,Action
192, Super Mario World: Super Mario Advance 2     ,Nintendo  ,Nintendo EAD  ,,,,5.46,3.21,1.11,0.95,0.20,09 Feb 02  ,Platform
193, Call of Duty: World at War     ,Activision  ,Treyarch  ,8.8  ,8.4  ,,5.43,2.74,1.84,,0.84,10 Nov 08  ,
194, Final Fantasy XIII     ,Square Enix  ,Square Enix  ,9.0  ,8.0  ,9.5  ,5.35,1.75,1.23,1.87,0.51,09 Mar 10  ,
195, Assassin's Creed III     ,Ubisoft  ,Ubisoft Montreal  ,,,,5.31,3.13,1.71,0.03,0.45,30 Oct 12  ,Platform
196, Final Fantasy IX     ,Square  ,SquareSoft  ,,9.2  ,,5.30,1.62,0.77,2.78,0.14,13 Nov 00  ,Role-Playing
197, Final Fantasy X-2     ,Square Enix  ,Square Enix  ,,8.3  ,,5.29,1.92,1.08,2.11,0.17,18 Nov 03  ,Role-Playing
198, Luigi's Mansion: Dark Moon     ,Nintendo  ,Next Level Games  ,,8.6  ,,5.26,1.96,1.79,1.17,0.34,24 Mar 13  ,Action
199, Tomb Raider II     ,Eidos Interactive  ,Core Design Ltd.  ,,7.6  ,,5.24,2.30,2.46,0.20,0.28,31 Oct 97  ,Action
200, The Legend of Zelda: Ocarina of Time 3D     ,Nintendo  ,GREZZO  ,,9.5  ,,5.22,2.41,1.78,0.65,0.37,19 Jun 11  ,Adventure
201, Super Mario Advance 4: Super Mario Bros. 3     ,Nintendo  ,Nintendo EAD  ,,9.2  ,,5.20,2.93,1.25,0.83,0.20,21 Oct 03  ,Platform
202, Professor Layton and the Curious Village     ,Nintendo  ,Level 5  ,,8.7  ,,5.20,1.21,2.44,1.03,0.51,10 Feb 08  ,Adventure
203, Donkey Kong Country 2: Diddy's Kong Quest     ,Nintendo  ,Rare Ltd.  ,,9.3  ,,5.15,2.10,0.74,2.20,0.11,20 Nov 95  ,Platform
204, Final Fantasy XV     ,Square Enix  ,Square Enix  ,,8.1  ,,5.13,1.66,1.76,1.03,0.68,29 Nov 16  ,Role-Playing
205, Microsoft Flight Simulator     ,Microsoft  ,Microsoft  ,,7.0  ,,5.12,3.22,1.69,,0.20,31 Oct 96  ,Simulation
206, FIFA 13     ,EA Sports  ,EA Canada  ,,,,5.11,1.10,3.49,0.03,0.50,25 Sep 12  ,Sports
207, Resident Evil 5     ,Capcom  ,Capcom  ,8.4  ,8.6  ,8.8  ,5.10,1.96,1.42,1.08,0.64,13 Mar 09  ,
208, Mario & Sonic at the Olympic Games     ,Sega  ,Sega  ,,7.0  ,,5.10,1.63,2.46,0.44,0.57,22 Jan 08  ,Sports
209, Grand Theft Auto: Vice City Stories     ,Rockstar Games  ,Rockstar Leeds  ,,8.4  ,,5.08,1.70,2.04,0.16,1.19,31 Oct 06  ,Action
210, Super Mario Bros.     ,Nintendo  ,Nintendo R&D2;  ,,,,5.07,3.40,1.30,0.15,0.22,30 Apr 99  ,Platform
211, Super Smash Bros. for Wii U     ,Nintendo  ,Bandai Namco Games  ,,9.2  ,,5.07,2.68,1.14,0.85,0.39,21 Nov 14  ,Fighting
212, Tony Hawk's Pro Skater     ,Activision  ,Neversoft Entertainment  ,,9.6  ,,5.02,3.42,1.38,0.02,0.20,31 Aug 99  ,Sports
213, Spyro the Dragon     ,Sony Computer Entertainment  ,Insomniac Games  ,,8.7  ,,5.00,3.36,1.36,0.07,0.21,10 Sep 98  ,Platform
214, Super Mario 3D World     ,Nintendo  ,Nintendo EAD Tokyo  ,,9.5  ,,4.98,2.30,1.53,0.78,0.37,22 Nov 13  ,Platform
215, Uncharted: Drake's Fortune     ,Sony Computer Entertainment  ,Naughty Dog  ,8.7  ,8.7  ,8.6  ,4.97,2.32,1.73,0.12,0.80,16 Nov 07  ,Action
216, Fallout 3     ,Bethesda Softworks  ,Bethesda Game Studios  ,8.2  ,9.0  ,8.6  ,4.96,3.41,0.99,0.09,0.46,28 Oct 08  ,
217, Madden NFL 06     ,EA Sports  ,EA Tiburon  ,,9.1  ,,4.91,3.98,0.26,0.01,0.66,08 Aug 05  ,Sports
218, Monster Hunter Freedom 3     ,Unknown  ,Capcom  ,,,,4.87,,0.00,4.87,0.00,N/ ,Role-Playing
219, Horizon: Zero Dawn     ,Sony Computer Entertainment  ,Guerrilla Games  ,,8.4  ,8.0  ,4.86,1.68,2.17,0.27,0.75,28 Feb 17  ,Action
220, Dr. Mario     ,Nintendo  ,Nintendo R&D1;  ,,,,4.85,2.62,0.60,1.52,0.10,01 Oct 90  ,Puzzle
221, Splatoon 2     ,Nintendo  ,Nintendo EAD  ,,7.4  ,,4.82,1.30,1.09,2.22,0.22,21 Jul 17  ,Shooter
222, God of War III     ,Sony Computer Entertainment  ,SCE Studios Santa Monica  ,9.4  ,9.2  ,9.4  ,4.81,2.74,1.36,0.12,0.60,16 Mar 10  ,Action
223, LEGO Star Wars: The Complete Saga     ,LucasArts  ,Traveller's Tales  ,,7.8  ,,4.77,2.83,1.49,,0.45,06 Nov 07  ,Action
224, Driver 2     ,Atari  ,Reflections Interactive  ,,7.0  ,,4.73,2.36,2.10,0.02,0.25,13 Nov 00  ,Action
225, Call of Duty: Advanced Warfare     ,Activision  ,Sledgehammer Games  ,,8.3  ,,5.22,3.25,1.49,0.01,0.48,04 Nov 14  ,Shooter
226, Dragon Quest VIII: Journey of the Cursed King     ,Square Enix  ,Level 5 / Armor Project  ,,8.6  ,,5.21,0.65,0.75,3.61,0.20,15 Nov 05  ,Role-Playing
227, Super Mario Advance 4: Super Mario Bros. 3     ,Nintendo  ,Nintendo EAD  ,,,,5.20,2.93,1.25,0.83,0.20,21 Oct 03  ,Platform
228, Super Mario Land 3: Wario Land     ,Nintendo  ,Nintendo R&D1;  ,,7.9  ,,5.19,2.49,0.98,1.57,0.15,09 Feb 94  ,Platform
229, Medal of Honor: Rising Sun     ,Electronic Arts  ,EA Los Angeles  ,,5.9  ,,5.13,1.98,2.23,0.13,0.80,11 Nov 03  ,Shooter
230, Kirby's Dream Land     ,Nintendo  ,HAL Laboratory  ,,,,5.13,2.71,0.61,1.70,0.11,01 Aug 92  ,Platform
231, Guitar Hero II     ,RedOctane  ,Harmonix Music Systems  ,,9.2  ,,5.12,3.81,0.63,,0.68,07 Nov 06  ,Misc
232, Battlefield 1     ,Electronic Arts  ,EA DICE  ,,,,5.11,3.33,1.28,0.02,0.48,21 Oct 16  ,Shooter
233, Fable III     ,Microsoft  ,Lionhead Studios  ,,7.8  ,,5.10,3.59,1.09,0.05,0.37,26 Oct 10  ,Role-Playing
234, The Legend of Zelda: Phantom Hourglass     ,Nintendo  ,Nintendo EAD  ,9.2  ,9.1  ,,5.09,1.85,1.80,0.95,0.48,02 Oct 07  ,Adventure
235, FIFA Soccer 11     ,EA Sports  ,EA Canada  ,,8.7  ,,5.08,0.61,3.28,0.06,1.12,28 Sep 10  ,Sports
236, Super Mario Bros. Deluxe     ,Nintendo  ,Nintendo EAD  ,,9.7  ,,5.07,3.40,1.30,0.15,0.22,30 Apr 99  ,Platform
237, Resident Evil     ,Capcom  ,Capcom  ,,8.6  ,,5.05,2.05,1.16,1.11,0.73,30 Mar 96  ,Misc
238, Warzone 2100     ,Eidos Interactive  ,Pumpkin Studios  ,,,,5.01,2.79,1.89,,0.33,31 May 99  ,Strategy
239, Guitar Hero III: Legends of Rock     ,RedOctane  ,BudCat Creations  ,,8.2  ,,4.98,3.49,0.01,0.01,1.48,28 Oct 07  ,Misc
240, Link's Crossbow Training     ,Nintendo  ,Nintendo EAD  ,6.9  ,6.9  ,,4.98,3.05,1.17,0.29,0.46,19 Nov 07  ,Shooter
241, The Witcher 3: Wild Hunt     ,Warner Bros. Interactive Entertainment  ,CD Projekt Red Studio  ,,,,4.97,1.30,2.64,0.28,0.74,19 May 15  ,Misc
242, Pok�mon Mystery Dungeon: Explorers of Time / Darkness     ,Nintendo  ,ChunSoft  ,,6.4  ,,4.94,1.83,1.19,1.54,0.37,20 Apr 08  ,Role-Playing
243, Diddy Kong Racing     ,Nintendo  ,Rare Ltd.  ,,8.3  ,,4.88,2.91,0.99,0.89,0.10,24 Nov 97  ,Racing
244, Halo 5: Guardians     ,Microsoft Game Studios  ,343 Industries  ,,7.9  ,,4.87,2.91,1.48,0.03,0.44,27 Oct 15  ,Shooter
245, StarCraft II: Wings of Liberty     ,Blizzard Entertainment  ,Blizzard Entertainment  ,8.9  ,9.3  ,,4.86,2.60,1.70,,0.56,27 Jul 10  ,Strategy
246, Assassin's Creed     ,Ubisoft  ,Ubisoft Montreal  ,7.5  ,8.2  ,8.5  ,4.83,1.91,2.01,0.09,0.82,13 Nov 07  ,
247, Fallout 4     ,Bethesda Softworks  ,Bethesda Game Studios  ,,8.4  ,,4.81,2.84,1.52,0.02,0.43,10 Nov 15  ,Role-Playing
248, Crash Team Racing     ,Sony Computer Entertainment  ,Naughty Dog  ,,9.2  ,,4.79,2.57,1.57,0.44,0.21,30 Sep 99  ,Racing
249, Batman: Arkham City     ,Warner Bros. Interactive  ,Rocksteady Studios  ,,9.5  ,,4.75,2.99,1.28,0.04,0.44,18 Oct 11  ,Action
250, Splatoon     ,Nintendo  ,Nintendo EAD  ,,8.4  ,,4.70,1.58,1.29,1.56,0.27,29 May 15  ,Shooter
251, The Lord of the Rings: The Two Towers     ,Electronic Arts  ,Stormfront Studios  ,,8.3  ,,4.67,1.94,1.95,0.08,0.70,21 Oct 02  ,Action
252, Animal Crossing: City Folk     ,Nintendo  ,Nintendo EAD  ,6.8  ,7.1  ,8.8  ,4.64,1.84,1.13,1.32,0.36,16 Nov 08  ,Simulation
253, Nintendo Land     ,Nintendo  ,Nintendo  ,,7.8  ,,4.63,2.52,1.23,0.50,0.38,18 Nov 12  ,Party
254, Forza Motorsport 4     ,Microsoft  ,Turn 10 Studio  ,,9.1  ,,4.60,2.08,1.98,0.06,0.49,11 Oct 11  ,Racing
255, Guitar Hero III: Legends of Rock     ,RedOctane  ,Vicarious Visions  ,,8.6  ,,4.60,3.04,1.12,0.00,0.44,28 Oct 07  ,Misc
256, FIFA 15     ,EA Sports  ,EA Canada  ,,6.9  ,,4.56,0.59,3.25,0.04,0.68,23 Sep 14  ,Sports
257, Madden NFL 2005     ,EA Sports  ,EA Tiburon  ,,9.5  ,,4.53,4.18,0.26,0.01,0.08,09 Aug 04  ,Sports
258, Pitfall!     ,Activision  ,Activision  ,,,,4.50,4.21,0.24,,0.05,20 Apr 82  ,Platform
259, Spider-Man: The Movie     ,Activision  ,Treyarch  ,,8.2  ,,4.48,2.71,1.51,0.03,0.23,15 Apr 02  ,Action
260, The Elder Scrolls IV: Oblivion     ,Take-Two Interactive  ,Bethesda Softworks  ,8.8  ,9.2  ,,4.45,2.87,1.03,0.13,0.41,07 Jul 09  ,Role-Playing
261, Tony Hawk's Pro Skater 3     ,Activision  ,Neversoft Entertainment  ,,9.1  ,,4.41,2.66,1.29,0.01,0.46,28 Oct 01  ,Sports
262, Zelda II: The Adventure of Link     ,Nintendo  ,Nintendo EAD  ,,,,4.38,2.19,0.50,1.61,0.08,01 Sep 88  ,Adventure
263, Need for Speed: Most Wanted     ,Electronic Arts  ,EA Canada  ,,8.6  ,,4.37,2.03,1.79,0.08,0.47,15 Nov 05  ,Racing
264, Call of Duty: Advanced Warfare     ,Activision  ,High Moon Studios  ,,9.1  ,,4.34,2.80,1.13,0.00,0.41,04 Nov 14  ,Shooter
265, Kingdom Hearts II     ,Square Enix  ,Square Enix  ,,8.3  ,,4.33,2.20,0.58,1.38,0.17,28 Mar 06  ,Role-Playing
266, Watch Dogs     ,Ubisoft  ,Ubisoft Montreal  ,,,,4.32,1.40,2.13,0.11,0.68,27 May 14  ,Action-Adventure
267, Batman: Arkham Asylum     ,Eidos Interactive  ,Rocksteady Studios  ,9.1  ,9.0  ,,4.28,2.26,1.33,0.07,0.63,25 Aug 09  ,
268, Call of Duty: Advanced Warfare     ,Activision  ,High Moon Studios  ,,9.1  ,,4.26,1.59,1.81,0.20,0.67,04 Nov 14  ,Shooter
269, Daxter     ,Sony Computer Entertainment  ,Ready at Dawn  ,,8.6  ,,4.23,2.45,1.02,,0.77,14 Mar 06  ,Platform
270, Metal Gear Solid 3: Snake Eater     ,Konami  ,KCEJ / Kojima Productions  ,,9.0  ,,4.23,1.46,0.00,0.83,1.93,17 Nov 04  ,Action-Adventure
271, Warcraft II: Tides of Darkness     ,Blizzard Entertainment  ,Blizzard Entertainment  ,,9.3  ,,4.21,1.70,2.27,,0.23,30 Apr 96  ,Strategy
272, EyeToy Play     ,Sony Computer Entertainment  ,SCEE London Studio  ,,7.5  ,,4.20,0.88,2.30,0.20,0.83,04 Nov 03  ,Misc
273, Street Fighter IV     ,Capcom  ,Capcom / Dimps Corporation  ,9.1  ,9.3  ,9.0  ,4.19,2.04,1.05,0.59,0.52,17 Feb 09  ,
274, Call of Duty: Ghosts     ,Activision  ,Infinity Ward  ,,7.5  ,,4.17,1.79,1.64,0.05,0.69,15 Nov 13  ,Shooter
275, The Simpsons: Hit & Run     ,VU Games  ,Radical Entertainment  ,,7.7  ,,4.70,1.73,2.19,,0.79,16 Sep 03  ,Racing
276, Tony Hawk's Pro Skater 2     ,Activision  ,Neversoft Entertainment  ,,9.3  ,,4.68,3.05,1.41,0.02,0.20,20 Sep 00  ,Sports
277, Call of Duty: Infinite Warfare     ,Activision  ,Infinity Ward  ,,,,4.66,2.84,1.39,,0.43,04 Nov 16  ,Shooter
278, Tomb Raider     ,Eidos Interactive  ,Core Design Ltd.  ,,8.9  ,,4.63,2.29,1.97,0.13,0.24,14 Nov 96  ,Adventure
279, The Legend of Zelda: A Link to the Past     ,Nintendo  ,Nintendo EAD  ,,10.0  ,,4.61,2.42,0.91,1.15,0.13,13 Apr 92  ,Adventure
280, The Legend of Zelda: The Wind Waker     ,Nintendo  ,Nintendo EAD  ,,9.6  ,,4.60,2.60,0.99,0.89,0.13,26 Mar 03  ,Adventure
281, Minecraft     ,Microsoft Game Studios  ,Mojang  ,,,,4.56,2.64,1.52,,0.41,18 Nov 14  ,Misc
282, Mario & Sonic at the Olympic Winter Games     ,Sega  ,Sega  ,,6.8  ,,4.54,1.87,1.97,0.22,0.48,13 Oct 09  ,Sports
283, Guitar Hero III: Legends of Rock     ,RedOctane  ,Neversoft  ,,8.7  ,,4.53,3.19,0.91,0.01,0.42,28 Oct 07  ,Misc
284, Madden NFL 07     ,EA Sports  ,EA Tiburon  ,,8.5  ,,4.49,3.63,0.24,0.01,0.61,22 Aug 06  ,Sports
285, Dragon Quest VII     ,Enix  ,Heart Beat  ,,8.0  ,,4.47,0.20,0.14,4.10,0.02,01 Nov 01  ,Role-Playing
286, God of War     ,Sony Computer Entertainment  ,SCE Studios Santa Monica  ,,9.3  ,,4.45,2.71,1.29,0.02,0.43,22 Mar 05  ,Action
287, Winning Eleven: Pro Evolution Soccer 2007     ,Konami  ,Konami Computer Entertainment Tokyo  ,,8.8  ,,4.39,0.10,2.39,1.05,0.86,06 Feb 07  ,Sports
288, Michael Jackson: The Experience     ,Ubisoft  ,Ubisoft Montpellier  ,,5.6  ,,4.37,2.64,1.33,0.01,0.39,23 Nov 10  ,Misc
289, Resistance: Fall of Man     ,Sony Computer Entertainment  ,Insomniac Games  ,8.5  ,8.5  ,9.1  ,4.37,1.74,1.72,0.14,0.76,14 Nov 06  ,Shooter
290, Sonic the Hedgehog     ,Sega  ,Sonic Team  ,,,,4.34,3.03,0.91,0.26,0.13,23 Jun 91  ,Platform
291, Tom Clancy's The Division     ,Ubisoft  ,Massive Entertainment  ,,,,4.33,1.49,2.00,0.16,0.68,08 Mar 16  ,Shooter
292, Asteroids     ,Atari  ,Atari  ,,,,4.31,4.00,0.26,,0.05,01 Jan 81  ,Shooter
293, Fable II     ,Microsoft  ,Lionhead Studios  ,8.5  ,9.0  ,9.5  ,4.28,2.51,1.24,0.11,0.41,21 Oct 08  ,
294, Namco Museum     ,Namco  ,Mass Media  ,,,,4.24,3.00,1.11,0.05,0.07,10 Jun 01  ,Misc
295, Assassin's Creed: Revelations     ,Ubisoft  ,Ubisoft Montreal  ,,8.8  ,,4.23,1.41,2.03,0.10,0.69,15 Nov 11  ,Action
296, Assassin's Creed: Revelations     ,Ubisoft  ,Ubisoft Montreal  ,,7.9  ,,4.22,2.27,1.47,0.04,0.44,15 Nov 11  ,Action
297, FIFA Soccer 06     ,EA Sports  ,EA Canada  ,,8.4  ,,4.21,0.78,2.55,0.04,0.84,04 Oct 05  ,Sports
298, Gran Turismo 5 Prologue     ,Sony Computer Entertainment  ,Polyphony Digital  ,8.4  ,8.3  ,,4.20,1.28,1.83,0.57,0.52,15 Apr 08  ,Racing
299, FIFA Soccer 12     ,EA Sports  ,EA Canada  ,,9.2  ,,4.18,0.85,2.79,0.02,0.52,27 Sep 11  ,Sports
300, Excitebike     ,Nintendo  ,Nintendo R&D1;  ,,,,4.16,2.04,0.48,1.57,0.07,18 Oct 85  ,Racing
301, Overwatch     ,Blizzard Entertainment  ,Blizzard Entertainment  ,,8.8  ,,4.16,1.62,1.71,0.17,0.66,24 May 16  ,Shooter
302, Assassin's Creed: Unity     ,Ubisoft  ,Ubisoft Montreal  ,,,,4.15,1.22,2.19,0.09,0.65,11 Nov 14  ,Misc
303, Half-Life     ,Sierra Entertainment  ,Valve Software  ,,9.5  ,,4.12,4.03,0.00,0.09,,19 Nov 98  ,Shooter
304, Nintendogs + cats     ,Nintendo  ,Nintendo EAD  ,,7.2  ,,4.11,1.44,1.66,0.73,0.29,27 Mar 11  ,Simulation
305, Batman: Arkham Knight     ,Warner Bros. Interactive  ,Rocksteady Studios  ,,8.1  ,,4.11,1.65,1.68,0.11,0.66,23 Jun 15  ,Action
306, Street Fighter II Turbo     ,Capcom  ,Capcom  ,,9.0  ,,4.10,1.42,0.51,2.10,0.07,01 Aug 93  ,Fighting
307, Fallout: New Vegas     ,Bethesda Softworks  ,Obsidian Entertainment  ,7.7  ,8.2  ,,4.08,2.67,1.03,0.04,0.34,19 Oct 10  ,Role-Playing
308, Carnival Games     ,Global Star  ,Cat Daddy Games  ,,4.2  ,,4.06,2.12,1.47,0.05,0.42,28 Aug 07  ,Misc
309, Forza Motorsport 2     ,Microsoft  ,Turn 10 Studios  ,,9.1  ,,4.05,2.35,1.27,0.03,0.41,29 May 07  ,Racing
310, Tekken Tag Tournament     ,Namco  ,Namco  ,,8.7  ,,4.05,1.68,1.51,0.51,0.35,25 Oct 00  ,Fighting
311, Far Cry 4     ,Ubisoft  ,Ubisoft Montreal  ,,8.4  ,,4.03,1.18,2.11,0.11,0.63,18 Nov 14  ,Shooter
312, Fallout 3     ,Bethesda Softworks  ,Bethesda Game Studios  ,8.2  ,8.8  ,,3.99,2.17,1.15,0.07,0.61,28 Oct 08  ,
313, Left 4 Dead 2     ,Electronic Arts  ,Certain Affinity / Valve Software  ,9.0  ,9.0  ,,3.97,2.67,0.88,0.05,0.38,17 Nov 09  ,
314, The Legend of Zelda: Skyward Sword     ,Nintendo  ,Nintendo EAD  ,,9.4  ,,3.96,2.03,1.18,0.37,0.39,20 Nov 11  ,Adventure
315, Monster Hunter 4 Ultimate     ,Capcom  ,Capcom  ,,8.8  ,,3.96,0.72,0.48,2.63,0.12,13 Feb 15  ,Role-Playing
316, Assassin's Creed IV: Black Flag     ,Ubisoft  ,Ubisoft Montreal  ,,8.7  ,,3.94,1.34,1.86,0.13,0.62,29 Oct 13  ,Action-Adventure
317, EA Sports Active     ,EA Sports  ,EA Vancouver  ,,8.3  ,,3.92,2.10,1.35,0.06,0.40,19 May 09  ,Fighting
318, Tony Hawk's Underground     ,Activision  ,Neversoft Entertainment  ,,8.7  ,,3.90,2.29,1.17,0.01,0.42,27 Oct 03  ,Sports
319, Just Dance 2014     ,Ubisoft  ,Ubisoft Paris  ,,7.4  ,,3.89,1.90,1.66,,0.33,08 Oct 13  ,Music
320, MotorStorm     ,Sony Computer Entertainment  ,Evolution Studios  ,8.5  ,8.2  ,,3.87,1.53,1.61,0.06,0.67,06 Mar 07  ,
321, Dragon Quest III     ,Enix  ,ChunSoft  ,,,,3.87,0.10,,3.77,0.00,01 Mar 92  ,Role-Playing
322, Namco Museum Vol.1     ,Namco  ,Namco  ,,,,3.84,2.12,1.44,0.22,0.06,31 Jul 96  ,Misc
323, The Legend of Zelda: Link's Awakening     ,Nintendo  ,Nintendo EAD  ,,,,3.83,2.21,0.96,0.54,0.13,01 Aug 93  ,Adventure
324, Monster Hunter: World     ,Capcom  ,Capcom  ,,9.3  ,9.0  ,3.81,0.65,0.81,2.06,0.29,26 Jan 18  ,Role-Playing
325, Teenage Mutant Ninja Turtles     ,Ultra Games  ,Konami  ,,5.9  ,,4.17,3.38,0.44,0.31,0.04,01 Jun 89  ,Misc
326, Frogger     ,Hasbro Interactive  ,Millenium Interactive  ,,,,4.16,3.79,0.27,,0.11,30 Sep 97  ,Action
327, FIFA Soccer 14     ,EA Sports  ,EA Canada  ,,,,4.15,0.93,2.92,0.01,0.29,24 Sep 13  ,Sports
328, Madden NFL 2003     ,EA Sports  ,EA Tiburon  ,,9.4  ,,4.14,3.36,0.21,0.01,0.56,12 Aug 02  ,Sports
329, Super Mario World 2: Yoshi's Island     ,Nintendo  ,Nintendo EAD  ,,9.0  ,,4.12,1.65,0.61,1.76,0.09,04 Oct 95  ,Platform
330, FIFA 07 Soccer     ,EA Sports  ,Team Fusion  ,,8.4  ,,4.11,0.71,2.48,0.03,0.89,03 Oct 06  ,Sports
331, Star Wars Battlefront (2015)     ,Electronic Arts  ,EA DICE  ,,6.9  ,,4.10,2.47,1.23,0.02,0.37,17 Nov 15  ,Shooter
332, World of Warcraft: The Burning Crusade     ,Blizzard Entertainment  ,Blizzard Entertainment  ,,9.2  ,,4.09,2.57,1.52,,,16 Jan 07  ,Role-Playing
333, God of War II     ,Sony Computer Entertainment  ,SCE Studios Santa Monica  ,,9.3  ,9.8  ,4.07,2.32,0.04,0.04,1.67,13 Mar 07  ,Action
334, World Soccer Winning Eleven 9     ,Konami  ,Konami Computer Entertainment Tokyo  ,,8.9  ,,4.06,0.12,2.26,0.90,0.77,07 Feb 06  ,Sports
335, Namco Museum Vol.3     ,Namco  ,Namco  ,,,,4.05,2.28,1.55,0.16,0.06,31 Jan 97  ,Misc
336, Star Fox 64     ,Nintendo  ,Nintendo EAD  ,,9.0  ,,4.03,2.78,0.58,0.64,0.04,01 Jul 97  ,Shooter
337, Golf     ,Nintendo  ,Nintendo  ,,,,4.01,1.22,0.28,2.46,0.04,18 Oct 85  ,
338, Namco Museum: 50th Anniversary     ,Namco  ,Digital Eclipse  ,,,,3.98,2.08,1.35,,0.54,30 Aug 05  ,Misc
339, NBA 2K16     ,2K Sports  ,Visual Concepts  ,,8.7  ,,3.97,2.55,0.66,0.05,0.70,29 Sep 15  ,Sports
340, The Elder Scrolls V: Skyrim     ,Bethesda Softworks  ,Bethesda Game Studios  ,,9.2  ,,3.96,1.17,2.23,,0.56,11 Nov 11  ,Role-Playing
341, Professor Layton and the Diabolical Box     ,Nintendo  ,Level 5  ,9.0  ,8.5  ,,3.95,0.90,1.76,0.92,0.37,24 Aug 09  ,Adventure
342, Battlefield 4     ,Electronic Arts  ,EA DICE  ,,8.3  ,,3.94,1.40,1.74,0.18,0.62,15 Nov 13  ,Shooter
343, Donkey Kong Land     ,Nintendo  ,Rare Ltd.  ,,,,3.91,1.97,0.76,1.07,0.11,26 Jul 95  ,Platform
344, The Sims 4     ,Electronic Arts  ,Maxis  ,5.8  ,7.0  ,,3.89,1.17,2.44,,0.29,02 Sep 14  ,Simulation
345, Tekken 5     ,Namco  ,Namco  ,,9.0  ,,3.87,0.93,1.94,0.31,0.70,24 Feb 05  ,Fighting
346, Sports Champions     ,Sony Computer Entertainment  ,SCE San Diego Studio  ,,7.6  ,,3.87,2.14,1.13,0.10,0.50,17 Sep 10  ,Misc
347, World Soccer Winning Eleven 8 International     ,Konami  ,Konami Computer Entertainment Tokyo  ,,9.3  ,,3.85,0.16,1.89,1.12,0.68,01 Feb 05  ,Sports
348, Crash Bandicoot N. Sane Trilogy     ,Activision  ,Vicarious Visions  ,,,,3.84,0.89,2.28,0.07,0.59,30 Jun 17  ,Platform
349, Flash Focus: Vision Training in Minutes a Day     ,Nintendo  ,Bandai Namco Games  ,,6.1  ,,3.83,0.86,1.56,1.05,0.35,15 Oct 07  ,Misc
350, Big Brain Academy: Wii Degree     ,Nintendo  ,Nintendo EAD  ,,7.1  ,,3.79,1.05,1.91,0.41,0.42,11 Jun 07  ,Misc
351, Resident Evil Director's Cut     ,Capcom  ,Capcom  ,,8.3  ,,3.77,1.82,1.24,0.47,0.25,01 Jan 97  ,Action
352, The Sims: Unleashed     ,Electronic Arts  ,Maxis  ,,7.3  ,,3.76,2.03,1.56,,0.17,23 Sep 02  ,Simulation
353, Harry Potter and the Sorcerer's Stone     ,Electronic Arts  ,Argonaut Games  ,,8.0  ,,3.73,1.37,2.00,0.14,0.22,15 Nov 01  ,Action
